argmax_correct,confidence,difficulty_tags,direction,direction_correct,flat_issue,instance_id,issue,option,round,seat,seed,strength
1.0,0.93,"['easy', 'high-conflict']",opposes,1.0,False,scorable_negotiation-L0-32200851b2,1,3,4,4,3,high
1.0,0.94,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,1,1,4,4,3,high
1.0,0.9,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,3,3,4,4,3,high
1.0,0.8,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,2,1,4,4,3,medium
0.0,0.8,"['easy', 'high-conflict']",favours,0.0,False,scorable_negotiation-L0-32200851b2,3,1,4,4,3,medium
1.0,0.95,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,0,3,4,0,3,high
1.0,0.92,"['easy', 'high-conflict']",opposes,1.0,False,scorable_negotiation-L0-32200851b2,0,2,4,0,3,high
1.0,0.9,"['easy', 'high-conflict']",opposes,1.0,False,scorable_negotiation-L0-32200851b2,0,0,4,0,3,high
0.0,0.82,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,0,1,4,0,3,medium
1.0,0.8,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,2,1,4,0,3,medium
,0.6,"['easy', 'high-conflict']",favours,,True,scorable_negotiation-L0-32200851b2,1,1,4,0,3,low
1.0,0.75,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,3,0,4,0,3,medium
0.0,0.65,"['easy', 'high-conflict']",favours,0.0,False,scorable_negotiation-L0-32200851b2,3,3,4,0,3,low
0.0,0.78,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,3,1,4,0,3,medium
1.0,0.92,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,0,2,4,2,3,high
1.0,0.88,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,3,3,4,2,3,high
1.0,0.8,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,2,1,4,2,3,medium
0.0,0.6,"['easy', 'high-conflict']",favours,1.0,False,scorable_negotiation-L0-32200851b2,1,1,4,2,3,low
0.0,0.75,"['easy', 'high-conflict']",favours,0.0,False,scorable_negotiation-L0-32200851b2,3,1,4,2,3,medium
1.0,0.95,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,2,3,1,3,3,high
1.0,0.93,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,1,3,3,high
1.0,0.92,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,1,3,3,high
,0.6,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,0,0,1,3,3,low
,0.45,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,0,1,1,3,3,low
1.0,0.94,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,1,4,3,high
1.0,0.94,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,2,1,4,3,high
1.0,0.9,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,0,2,1,4,3,high
1.0,0.7,"['easy', 'large-frontier']",opposes,0.0,False,scorable_negotiation-L0-34733a57e6,0,3,1,4,3,medium
,0.45,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,2,3,1,4,3,low
1.0,0.85,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,1,0,3,high
1.0,0.6,"['easy', 'large-frontier']",opposes,0.0,False,scorable_negotiation-L0-34733a57e6,1,3,1,0,3,medium
1.0,0.75,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,3,2,1,0,3,medium
0.0,0.85,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,1,1,0,3,medium
1.0,0.7,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,1,0,3,medium
1.0,0.65,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,3,0,1,0,3,medium
1.0,0.85,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,2,3,2,3,3,medium
1.0,0.85,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,2,3,3,medium
1.0,0.85,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,2,3,3,medium
,0.6,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,0,0,2,3,3,low
,0.4,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,0,1,2,3,3,low
1.0,0.95,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,2,2,4,3,high
1.0,0.95,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,2,2,4,3,high
1.0,0.95,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,2,4,3,high
0.0,0.55,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,1,2,4,3,low
1.0,0.75,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,0,2,2,4,3,medium
1.0,0.5,"['easy', 'large-frontier']",opposes,0.0,False,scorable_negotiation-L0-34733a57e6,0,3,2,4,3,low
,0.3,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,2,3,2,4,3,low
1.0,0.85,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,2,0,3,high
1.0,0.45,"['easy', 'large-frontier']",opposes,0.0,False,scorable_negotiation-L0-34733a57e6,1,3,2,0,3,low
0.0,0.95,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,1,2,0,3,high
0.0,0.85,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,0,2,0,3,medium
1.0,0.9,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,3,2,2,0,3,high
1.0,0.4,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,2,0,3,low
1.0,0.97,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,0,0,2,2,3,high
1.0,0.9,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,0,2,2,2,3,high
1.0,0.85,"['easy', 'large-frontier']",opposes,0.0,False,scorable_negotiation-L0-34733a57e6,0,3,2,2,3,high
1.0,0.85,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,0,1,2,2,3,high
,0.6,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,2,2,2,2,3,low
1.0,0.6,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,2,2,3,low
0.0,0.7,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,1,2,2,3,medium
0.0,0.6,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,2,2,2,3,low
1.0,0.93,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,2,3,3,3,3,high
1.0,0.88,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,2,2,3,3,3,high
0.0,0.55,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,2,0,3,3,3,low
1.0,0.9,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,3,3,3,medium
1.0,0.7,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,3,3,3,medium
0.0,0.75,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,2,3,3,3,medium
,0.7,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,0,0,3,3,3,medium
1.0,0.95,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,2,3,4,3,high
1.0,0.93,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,3,4,3,high
0.0,0.65,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,1,3,4,3,low
1.0,0.8,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,0,2,3,4,3,medium
1.0,0.6,"['easy', 'large-frontier']",opposes,0.0,False,scorable_negotiation-L0-34733a57e6,0,3,3,4,3,low
,0.5,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,2,2,3,4,3,low
1.0,0.55,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,3,4,3,low
1.0,0.85,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,3,0,3,high
1.0,0.5,"['easy', 'large-frontier']",opposes,0.0,False,scorable_negotiation-L0-34733a57e6,1,3,3,0,3,medium
1.0,0.95,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,3,2,3,0,3,high
0.0,0.8,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,1,3,0,3,medium
0.0,0.9,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,0,3,0,3,high
1.0,0.45,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,3,0,3,low
1.0,0.97,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,0,0,3,2,3,high
1.0,0.92,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,0,2,3,2,3,high
1.0,0.9,"['easy', 'large-frontier']",opposes,0.0,False,scorable_negotiation-L0-34733a57e6,0,3,3,2,3,high
1.0,0.9,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,0,1,3,2,3,high
,0.65,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,2,2,3,2,3,medium
1.0,0.7,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,3,2,3,medium
0.0,0.75,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,1,3,2,3,medium
0.0,0.75,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,0,3,2,3,medium
0.0,0.55,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,2,3,2,3,low
1.0,0.93,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,2,3,4,3,3,high
1.0,0.85,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,2,2,4,3,3,high
,0.75,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,0,0,4,3,3,medium
1.0,0.85,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,4,3,3,medium
1.0,0.7,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,4,3,3,medium
0.0,0.7,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,2,4,3,3,medium
0.0,0.75,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,0,4,3,3,medium
1.0,0.95,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,2,4,4,3,high
1.0,0.95,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,4,4,3,high
0.0,0.7,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,1,4,4,3,low
0.0,0.8,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,0,4,4,3,medium
1.0,0.8,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,0,2,4,4,3,medium
1.0,0.6,"['easy', 'large-frontier']",opposes,0.0,False,scorable_negotiation-L0-34733a57e6,0,3,4,4,3,low
,0.4,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,2,3,4,4,3,low
0.0,0.9,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,1,4,0,3,high
0.0,0.9,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,0,4,0,3,high
1.0,0.9,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,3,2,4,0,3,high
1.0,0.55,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,4,0,3,low
1.0,0.85,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,4,0,3,high
1.0,0.97,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,0,0,4,2,3,high
1.0,0.9,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,0,2,4,2,3,high
1.0,0.88,"['easy', 'large-frontier']",opposes,1.0,False,scorable_negotiation-L0-34733a57e6,0,1,4,2,3,high
1.0,0.88,"['easy', 'large-frontier']",opposes,0.0,False,scorable_negotiation-L0-34733a57e6,0,3,4,2,3,high
0.0,0.85,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,1,4,2,3,medium
1.0,0.8,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,3,3,4,2,3,medium
0.0,0.7,"['easy', 'large-frontier']",favours,0.0,False,scorable_negotiation-L0-34733a57e6,3,0,4,2,3,medium
,0.4,"['easy', 'large-frontier']",favours,,True,scorable_negotiation-L0-34733a57e6,2,2,4,2,3,low
1.0,0.5,"['easy', 'large-frontier']",favours,1.0,False,scorable_negotiation-L0-34733a57e6,1,2,4,2,3,low
1.0,0.85,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,3,1,4,4,high
1.0,0.85,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,1,0,1,4,4,high
1.0,0.6,['easy'],opposes,0.0,False,scorable_negotiation-L0-611ee402f7,1,3,1,4,4,medium
1.0,0.65,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,1,1,1,4,4,medium
,0.45,['easy'],favours,,True,scorable_negotiation-L0-611ee402f7,2,0,1,4,4,low
,0.45,['easy'],favours,,True,scorable_negotiation-L0-611ee402f7,3,2,1,4,4,low
1.0,0.85,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,3,1,0,4,medium
1.0,0.85,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,1,0,1,0,4,medium
,0.35,['easy'],favours,,True,scorable_negotiation-L0-611ee402f7,2,0,1,0,4,low
1.0,0.95,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,3,1,1,0,4,high
1.0,0.95,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,3,2,1,0,4,high
0.0,0.6,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,3,3,1,0,4,low
1.0,0.95,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,3,1,1,4,high
1.0,0.7,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,0,1,1,1,4,medium
1.0,0.95,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,1,0,1,1,4,high
1.0,0.9,['easy'],opposes,0.0,False,scorable_negotiation-L0-611ee402f7,1,3,1,1,4,high
1.0,0.9,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,1,1,1,1,4,high
1.0,0.95,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,2,1,1,1,4,high
1.0,0.75,['easy'],opposes,0.0,False,scorable_negotiation-L0-611ee402f7,2,3,1,1,4,medium
1.0,0.65,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,2,0,1,1,4,medium
,0.6,['easy'],favours,,True,scorable_negotiation-L0-611ee402f7,3,1,1,1,4,low
1.0,0.95,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,0,3,1,2,4,high
1.0,0.8,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,1,1,2,4,medium
0.0,0.75,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,2,1,2,4,medium
1.0,0.85,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,1,0,1,2,4,medium
,0.5,['easy'],favours,,True,scorable_negotiation-L0-611ee402f7,3,1,1,2,4,low
0.0,0.6,['easy'],favours,0.0,False,scorable_negotiation-L0-611ee402f7,2,1,1,2,4,low
1.0,0.9,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,3,2,4,4,high
1.0,0.9,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,1,0,2,4,4,high
1.0,0.6,['easy'],opposes,0.0,False,scorable_negotiation-L0-611ee402f7,1,3,2,4,4,medium
1.0,0.6,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,1,1,2,4,4,medium
,0.4,['easy'],favours,,True,scorable_negotiation-L0-611ee402f7,2,0,2,4,4,low
,0.4,['easy'],favours,,True,scorable_negotiation-L0-611ee402f7,3,2,2,4,4,low
1.0,0.95,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,3,1,2,0,4,high
1.0,0.9,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,3,2,2,0,4,high
0.0,0.5,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,3,3,2,0,4,low
1.0,0.75,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,3,2,0,4,medium
1.0,0.8,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,1,0,2,0,4,medium
1.0,0.9,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,0,1,2,0,4,high
0.0,0.85,['easy'],favours,0.0,False,scorable_negotiation-L0-611ee402f7,0,2,2,0,4,medium
,0.3,['easy'],favours,,True,scorable_negotiation-L0-611ee402f7,2,0,2,0,4,low
1.0,0.9,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,3,2,1,4,high
1.0,0.95,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,1,0,2,1,4,high
1.0,0.9,['easy'],opposes,0.0,False,scorable_negotiation-L0-611ee402f7,1,3,2,1,4,high
1.0,0.9,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,1,1,2,1,4,high
1.0,0.95,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,2,1,2,1,4,high
1.0,0.75,['easy'],opposes,0.0,False,scorable_negotiation-L0-611ee402f7,2,3,2,1,4,medium
1.0,0.65,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,2,0,2,1,4,medium
,0.7,['easy'],favours,,True,scorable_negotiation-L0-611ee402f7,3,1,2,1,4,medium
1.0,0.95,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,0,1,2,1,4,high
0.0,0.85,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,0,2,1,4,medium
1.0,0.95,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,0,3,2,2,4,high
1.0,0.85,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,1,0,2,2,4,medium
,0.5,['easy'],favours,,True,scorable_negotiation-L0-611ee402f7,3,1,2,2,4,low
1.0,0.5,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,1,2,2,4,medium
0.0,0.6,['easy'],opposes,0.0,False,scorable_negotiation-L0-611ee402f7,0,1,2,2,4,medium
0.0,0.9,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,2,2,2,4,high
1.0,0.7,['easy'],opposes,1.0,False,scorable_negotiation-L0-611ee402f7,0,0,2,2,4,medium
0.0,0.5,['easy'],favours,0.0,False,scorable_negotiation-L0-611ee402f7,2,1,2,2,4,low
1.0,0.85,['easy'],favours,1.0,False,scorable_negotiation-L0-611ee402f7,0,3,3,4,4,medium
