advice_action_match,advice_deal_distance,advice_kind_match,advice_overridden_toward,advice_rank_taken,advised_kind,advised_offer_id,emitted_kind,emitted_offer_id,episode_id,focal_seat,instance_id,n_candidates_offered,parse_ok,phase,round,seat,seed,turn_idx
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-7d383dc336,4,scorable_negotiation-L0-32200851b2,3,True,turn,4,Ember,2,19
1.0,,1.0,,0,ranked_candidates,,accept,P2,scorable_negotiation-moves_chat-47a9ca90b8,1,scorable_negotiation-L0-32200851b2,4,True,turn,1,Blake,3,3
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-47a9ca90b8,1,scorable_negotiation-L0-32200851b2,4,True,turn,2,Blake,3,7
0.0,,1.0,,,ranked_candidates,,accept,P9,scorable_negotiation-moves_chat-47a9ca90b8,1,scorable_negotiation-L0-32200851b2,3,True,turn,3,Blake,3,11
1.0,,1.0,,3,ranked_candidates,,accept,P10,scorable_negotiation-moves_chat-47a9ca90b8,1,scorable_negotiation-L0-32200851b2,4,True,turn,4,Blake,3,15
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-e90ec4f03b,3,scorable_negotiation-L0-32200851b2,4,True,turn,1,Devon,4,4
0.0,1.0,1.0,-28.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-e90ec4f03b,3,scorable_negotiation-L0-32200851b2,4,True,turn,2,Devon,4,8
0.0,,0.0,,,ranked_candidates,,reject,P8,scorable_negotiation-moves_chat-e90ec4f03b,3,scorable_negotiation-L0-32200851b2,4,True,turn,3,Devon,4,12
0.0,,0.0,,,ranked_candidates,,reject,P6,scorable_negotiation-moves_chat-e90ec4f03b,3,scorable_negotiation-L0-32200851b2,4,True,turn,4,Devon,4,16
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d9ea2847dc,0,scorable_negotiation-L0-34733a57e6,4,True,turn,1,Avery,0,0
0.0,,1.0,,,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-d9ea2847dc,0,scorable_negotiation-L0-34733a57e6,4,True,turn,2,Avery,0,9
0.0,,0.0,,,ranked_candidates,,none,,scorable_negotiation-moves_chat-d9ea2847dc,0,scorable_negotiation-L0-34733a57e6,4,True,turn,3,Avery,0,13
0.0,,1.0,,,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-d9ea2847dc,0,scorable_negotiation-L0-34733a57e6,4,True,turn,4,Avery,0,17
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-c460c94067,2,scorable_negotiation-L0-34733a57e6,4,True,turn,1,Casey,1,1
0.0,3.0,1.0,2.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-c460c94067,2,scorable_negotiation-L0-34733a57e6,4,True,turn,2,Casey,1,5
1.0,,1.0,,2,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-c460c94067,2,scorable_negotiation-L0-34733a57e6,3,True,turn,3,Casey,1,14
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-363320bfe1,4,scorable_negotiation-L0-34733a57e6,4,True,turn,1,Ember,2,2
0.0,,0.0,,,ranked_candidates,,reject,P2,scorable_negotiation-moves_chat-363320bfe1,4,scorable_negotiation-L0-34733a57e6,3,True,turn,2,Ember,2,6
0.0,2.0,1.0,-8.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-363320bfe1,4,scorable_negotiation-L0-34733a57e6,3,True,turn,3,Ember,2,10
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-787723ad20,1,scorable_negotiation-L0-34733a57e6,4,True,turn,1,Blake,3,3
1.0,,1.0,,2,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-787723ad20,1,scorable_negotiation-L0-34733a57e6,4,True,turn,2,Blake,3,7
1.0,,1.0,,2,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-787723ad20,1,scorable_negotiation-L0-34733a57e6,3,True,turn,3,Blake,3,11
0.0,,1.0,,,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-787723ad20,1,scorable_negotiation-L0-34733a57e6,3,True,turn,4,Blake,3,15
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d6107aede5,3,scorable_negotiation-L0-34733a57e6,4,True,turn,1,Devon,4,4
0.0,2.0,1.0,-20.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d6107aede5,3,scorable_negotiation-L0-34733a57e6,4,True,turn,2,Devon,4,8
0.0,,1.0,,,ranked_candidates,,accept,P9,scorable_negotiation-moves_chat-d6107aede5,3,scorable_negotiation-L0-34733a57e6,4,True,turn,3,Devon,4,12
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-d6107aede5,3,scorable_negotiation-L0-34733a57e6,4,True,turn,4,Devon,4,16
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-1ef2fc4ade,0,scorable_negotiation-L0-611ee402f7,4,True,turn,1,Avery,0,0
1.0,,1.0,,1,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-1ef2fc4ade,0,scorable_negotiation-L0-611ee402f7,3,True,turn,2,Avery,0,9
1.0,,1.0,,0,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-1ef2fc4ade,0,scorable_negotiation-L0-611ee402f7,3,True,turn,3,Avery,0,13
1.0,,1.0,,0,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-1ef2fc4ade,0,scorable_negotiation-L0-611ee402f7,3,True,turn,4,Avery,0,17
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-4058c99cb7,2,scorable_negotiation-L0-611ee402f7,4,True,turn,1,Casey,1,1
0.0,2.0,1.0,-17.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-4058c99cb7,2,scorable_negotiation-L0-611ee402f7,4,True,turn,2,Casey,1,5
1.0,,1.0,,1,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-4058c99cb7,2,scorable_negotiation-L0-611ee402f7,3,True,turn,3,Casey,1,14
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-f5cec98765,4,scorable_negotiation-L0-611ee402f7,4,True,turn,1,Ember,2,2
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-f5cec98765,4,scorable_negotiation-L0-611ee402f7,3,True,turn,2,Ember,2,6
1.0,2.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-f5cec98765,4,scorable_negotiation-L0-611ee402f7,3,True,turn,3,Ember,2,10
1.0,,1.0,,0,ranked_candidates,,accept,P2,scorable_negotiation-moves_chat-82915c1436,1,scorable_negotiation-L0-611ee402f7,4,True,turn,1,Blake,3,3
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-82915c1436,1,scorable_negotiation-L0-611ee402f7,3,True,turn,2,Blake,3,7
1.0,,1.0,,0,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-82915c1436,1,scorable_negotiation-L0-611ee402f7,3,True,turn,3,Blake,3,11
1.0,1.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-efdb79f5c9,3,scorable_negotiation-L0-611ee402f7,4,True,turn,1,Devon,4,4
0.0,1.0,1.0,-54.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-efdb79f5c9,3,scorable_negotiation-L0-611ee402f7,4,True,turn,2,Devon,4,8
1.0,,1.0,,0,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-efdb79f5c9,3,scorable_negotiation-L0-611ee402f7,3,True,turn,3,Devon,4,12
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d30b631ae6,0,scorable_negotiation-L0-65113008ad,4,True,turn,1,Avery,0,0
0.0,3.0,1.0,-31.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d30b631ae6,0,scorable_negotiation-L0-65113008ad,4,True,turn,2,Avery,0,9
1.0,,1.0,,1,ranked_candidates,,accept,P9,scorable_negotiation-moves_chat-d30b631ae6,0,scorable_negotiation-L0-65113008ad,4,True,turn,3,Avery,0,13
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-287728c7aa,2,scorable_negotiation-L0-65113008ad,4,True,turn,1,Casey,1,1
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-287728c7aa,2,scorable_negotiation-L0-65113008ad,3,True,turn,2,Casey,1,5
1.0,,1.0,,0,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-287728c7aa,2,scorable_negotiation-L0-65113008ad,3,True,turn,3,Casey,1,14
1.0,,1.0,,0,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-287728c7aa,2,scorable_negotiation-L0-65113008ad,3,True,turn,4,Casey,1,18
1.0,1.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-121350aafb,4,scorable_negotiation-L0-65113008ad,4,True,turn,1,Ember,2,2
0.0,,0.0,,,ranked_candidates,,reject,P2,scorable_negotiation-moves_chat-121350aafb,4,scorable_negotiation-L0-65113008ad,4,True,turn,2,Ember,2,6
0.0,2.0,1.0,-50.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-121350aafb,4,scorable_negotiation-L0-65113008ad,3,True,turn,3,Ember,2,10
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-909aab6a07,1,scorable_negotiation-L0-65113008ad,3,True,turn,1,Blake,3,3
0.0,1.0,1.0,-24.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-909aab6a07,1,scorable_negotiation-L0-65113008ad,3,True,turn,2,Blake,3,7
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-909aab6a07,1,scorable_negotiation-L0-65113008ad,3,True,turn,3,Blake,3,11
0.0,,1.0,,,ranked_candidates,,accept,P9,scorable_negotiation-moves_chat-909aab6a07,1,scorable_negotiation-L0-65113008ad,3,True,turn,4,Blake,3,15
1.0,1.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-677df571c3,3,scorable_negotiation-L0-65113008ad,4,True,turn,1,Devon,4,4
0.0,2.0,1.0,-18.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-677df571c3,3,scorable_negotiation-L0-65113008ad,4,True,turn,2,Devon,4,8
1.0,1.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-677df571c3,3,scorable_negotiation-L0-65113008ad,4,True,turn,3,Devon,4,12
0.0,,1.0,,,ranked_candidates,,accept,P10,scorable_negotiation-moves_chat-677df571c3,3,scorable_negotiation-L0-65113008ad,4,True,turn,4,Devon,4,16
1.0,1.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-bc3cb24ea3,0,scorable_negotiation-L0-a483b0d80d,4,True,turn,1,Avery,0,0
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-bc3cb24ea3,0,scorable_negotiation-L0-a483b0d80d,4,True,turn,2,Avery,0,9
0.0,,1.0,,,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-bc3cb24ea3,0,scorable_negotiation-L0-a483b0d80d,4,True,turn,3,Avery,0,13
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d7122b9721,2,scorable_negotiation-L0-a483b0d80d,4,True,turn,1,Casey,1,1
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d7122b9721,2,scorable_negotiation-L0-a483b0d80d,3,True,turn,2,Casey,1,5
1.0,,1.0,,0,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-d7122b9721,2,scorable_negotiation-L0-a483b0d80d,3,True,turn,3,Casey,1,14
0.0,1.0,1.0,17.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-ab9915ae55,4,scorable_negotiation-L0-a483b0d80d,4,True,turn,1,Ember,2,2
0.0,2.0,1.0,-9.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-ab9915ae55,4,scorable_negotiation-L0-a483b0d80d,4,True,turn,2,Ember,2,6
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-ab9915ae55,4,scorable_negotiation-L0-a483b0d80d,3,True,turn,3,Ember,2,10
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-ab9915ae55,4,scorable_negotiation-L0-a483b0d80d,4,True,turn,4,Ember,2,19
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-65bfd00e32,1,scorable_negotiation-L0-a483b0d80d,3,True,turn,1,Blake,3,3
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-65bfd00e32,1,scorable_negotiation-L0-a483b0d80d,3,True,turn,2,Blake,3,7
1.0,,1.0,,0,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-65bfd00e32,1,scorable_negotiation-L0-a483b0d80d,3,True,turn,3,Blake,3,11
1.0,,1.0,,1,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-65bfd00e32,1,scorable_negotiation-L0-a483b0d80d,3,True,turn,4,Blake,3,15
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-e24499c899,3,scorable_negotiation-L0-a483b0d80d,4,True,turn,1,Devon,4,4
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-e24499c899,3,scorable_negotiation-L0-a483b0d80d,4,True,turn,2,Devon,4,8
0.0,,0.0,,,ranked_candidates,,none,,scorable_negotiation-moves_chat-e24499c899,3,scorable_negotiation-L0-a483b0d80d,4,True,turn,3,Devon,4,12
1.0,,1.0,,3,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-e24499c899,3,scorable_negotiation-L0-a483b0d80d,4,True,turn,4,Devon,4,16
1.0,,1.0,,0,ranked_candidates,,accept,P1,scorable_negotiation-moves_chat-633f3754b8,1,scorable_negotiation-L1-19dae4b672,3,True,turn,1,Blake,0,1
0.0,1.0,1.0,-20.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-633f3754b8,1,scorable_negotiation-L1-19dae4b672,3,True,turn,2,Blake,0,5
1.0,,1.0,,0,ranked_candidates,,accept,P2,scorable_negotiation-moves_chat-633f3754b8,1,scorable_negotiation-L1-19dae4b672,3,True,turn,3,Blake,0,14
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-6b141f3699,3,scorable_negotiation-L1-19dae4b672,4,True,turn,1,Devon,1,2
0.0,1.0,1.0,-27.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-6b141f3699,3,scorable_negotiation-L1-19dae4b672,4,True,turn,2,Devon,1,6
1.0,,1.0,,2,ranked_candidates,,accept,P9,scorable_negotiation-moves_chat-6b141f3699,3,scorable_negotiation-L1-19dae4b672,3,True,turn,3,Devon,1,10
1.0,1.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-1351b5901c,0,scorable_negotiation-L1-19dae4b672,3,True,turn,1,Avery,2,3
0.0,1.0,1.0,-22.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-1351b5901c,0,scorable_negotiation-L1-19dae4b672,4,True,turn,2,Avery,2,7
0.0,1.0,1.0,-45.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-1351b5901c,0,scorable_negotiation-L1-19dae4b672,4,True,turn,3,Avery,2,11
1.0,,1.0,,3,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-1351b5901c,0,scorable_negotiation-L1-19dae4b672,4,True,turn,4,Avery,2,15
1.0,1.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-ac08ba81c6,2,scorable_negotiation-L1-19dae4b672,4,True,turn,1,Casey,3,4
0.0,1.0,1.0,56.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-ac08ba81c6,2,scorable_negotiation-L1-19dae4b672,3,True,turn,2,Casey,3,8
1.0,,1.0,,0,ranked_candidates,,accept,P1,scorable_negotiation-moves_chat-ac08ba81c6,2,scorable_negotiation-L1-19dae4b672,3,True,turn,3,Casey,3,12
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-ac08ba81c6,2,scorable_negotiation-L1-19dae4b672,3,True,turn,4,Casey,3,16
1.0,2.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-21ce2a6e75,4,scorable_negotiation-L1-19dae4b672,4,True,turn,1,Ember,4,0
0.0,2.0,1.0,-27.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-21ce2a6e75,4,scorable_negotiation-L1-19dae4b672,4,True,turn,2,Ember,4,9
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-21ce2a6e75,4,scorable_negotiation-L1-19dae4b672,4,True,turn,3,Ember,4,13
1.0,,1.0,,0,ranked_candidates,,accept,P10,scorable_negotiation-moves_chat-21ce2a6e75,4,scorable_negotiation-L1-19dae4b672,3,True,turn,4,Ember,4,17
1.0,,1.0,,0,ranked_candidates,,accept,P1,scorable_negotiation-moves_chat-ca6a3227a8,1,scorable_negotiation-L1-282034699c,3,True,turn,1,Blake,0,1
1.0,,1.0,,1,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-ca6a3227a8,1,scorable_negotiation-L1-282034699c,4,True,turn,2,Blake,0,5
1.0,,1.0,,1,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-ca6a3227a8,1,scorable_negotiation-L1-282034699c,3,True,turn,3,Blake,0,14
1.0,,1.0,,0,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-ca6a3227a8,1,scorable_negotiation-L1-282034699c,3,True,turn,4,Blake,0,18
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-84aa1686c5,3,scorable_negotiation-L1-282034699c,3,True,turn,1,Devon,1,2
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-84aa1686c5,3,scorable_negotiation-L1-282034699c,4,True,turn,2,Devon,1,6
0.0,,1.0,,,ranked_candidates,,accept,P4,scorable_negotiation-moves_chat-84aa1686c5,3,scorable_negotiation-L1-282034699c,4,True,turn,3,Devon,1,10
1.0,,1.0,,0,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-84aa1686c5,3,scorable_negotiation-L1-282034699c,4,True,turn,4,Devon,1,19
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d73420b046,0,scorable_negotiation-L1-282034699c,4,True,turn,1,Avery,2,3
0.0,2.0,1.0,-18.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d73420b046,0,scorable_negotiation-L1-282034699c,4,True,turn,2,Avery,2,7
1.0,,1.0,,0,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-d73420b046,0,scorable_negotiation-L1-282034699c,4,True,turn,3,Avery,2,11
1.0,,1.0,,2,ranked_candidates,,accept,P9,scorable_negotiation-moves_chat-d73420b046,0,scorable_negotiation-L1-282034699c,3,True,turn,4,Avery,2,15
0.0,3.0,1.0,-44.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-cf40511dba,2,scorable_negotiation-L1-282034699c,4,True,turn,1,Casey,3,4
0.0,3.0,1.0,-10.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-cf40511dba,2,scorable_negotiation-L1-282034699c,3,True,turn,2,Casey,3,8
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-cf40511dba,2,scorable_negotiation-L1-282034699c,3,True,turn,3,Casey,3,12
1.0,,1.0,,0,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-cf40511dba,2,scorable_negotiation-L1-282034699c,2,True,turn,4,Casey,3,16
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-02041bb0c4,4,scorable_negotiation-L1-282034699c,4,True,turn,1,Ember,4,0
1.0,,1.0,,2,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-02041bb0c4,4,scorable_negotiation-L1-282034699c,3,True,turn,2,Ember,4,9
1.0,,1.0,,2,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-02041bb0c4,4,scorable_negotiation-L1-282034699c,3,True,turn,3,Ember,4,13
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d58de53233,1,scorable_negotiation-L1-996daa4124,4,True,turn,1,Blake,0,1
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d58de53233,1,scorable_negotiation-L1-996daa4124,4,True,turn,2,Blake,0,5
1.0,1.0,1.0,,2,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d58de53233,1,scorable_negotiation-L1-996daa4124,3,True,turn,3,Blake,0,14
0.0,,1.0,,,ranked_candidates,,accept,P10,scorable_negotiation-moves_chat-d58de53233,1,scorable_negotiation-L1-996daa4124,3,True,turn,4,Blake,0,18
1.0,,1.0,,,accept,P11,accept,P11,scorable_negotiation-moves_chat-d58de53233,1,scorable_negotiation-L1-996daa4124,,True,final_vote,5,Blake,0,22
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-c487889447,3,scorable_negotiation-L1-996daa4124,4,True,turn,1,Devon,1,2
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-c487889447,3,scorable_negotiation-L1-996daa4124,4,True,turn,2,Devon,1,6
0.0,,0.0,,,ranked_candidates,,reject,P5,scorable_negotiation-moves_chat-c487889447,3,scorable_negotiation-L1-996daa4124,3,True,turn,3,Devon,1,10
0.0,,1.0,,,ranked_candidates,,accept,P10,scorable_negotiation-moves_chat-c487889447,3,scorable_negotiation-L1-996daa4124,3,True,turn,4,Devon,1,19
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d0ec680977,0,scorable_negotiation-L1-996daa4124,4,True,turn,1,Avery,2,3
0.0,2.0,1.0,-26.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d0ec680977,0,scorable_negotiation-L1-996daa4124,4,True,turn,2,Avery,2,7
0.0,1.0,1.0,-26.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-d0ec680977,0,scorable_negotiation-L1-996daa4124,4,True,turn,3,Avery,2,11
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-d0ec680977,0,scorable_negotiation-L1-996daa4124,4,True,turn,4,Avery,2,15
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-273a3ac844,2,scorable_negotiation-L1-996daa4124,4,True,turn,1,Casey,3,4
0.0,1.0,1.0,39.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-273a3ac844,2,scorable_negotiation-L1-996daa4124,4,True,turn,2,Casey,3,8
1.0,,1.0,,0,ranked_candidates,,accept,P8,scorable_negotiation-moves_chat-273a3ac844,2,scorable_negotiation-L1-996daa4124,4,True,turn,3,Casey,3,12
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-273a3ac844,2,scorable_negotiation-L1-996daa4124,4,True,turn,4,Casey,3,16
0.0,1.0,1.0,0.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-9b0fb718c2,4,scorable_negotiation-L1-996daa4124,4,True,turn,1,Ember,4,0
0.0,,1.0,,,ranked_candidates,,accept,P5,scorable_negotiation-moves_chat-9b0fb718c2,4,scorable_negotiation-L1-996daa4124,4,True,turn,2,Ember,4,9
0.0,,1.0,,,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-9b0fb718c2,4,scorable_negotiation-L1-996daa4124,4,True,turn,3,Ember,4,13
0.0,,1.0,,,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-9b0fb718c2,4,scorable_negotiation-L1-996daa4124,3,True,turn,4,Ember,4,17
1.0,1.0,1.0,,1,ranked_candidates,,propose,,scorable_negotiation-moves_chat-e30a062943,1,scorable_negotiation-L1-a9097927ce,4,True,turn,1,Blake,0,1
1.0,,1.0,,0,ranked_candidates,,accept,P3,scorable_negotiation-moves_chat-e30a062943,1,scorable_negotiation-L1-a9097927ce,4,True,turn,2,Blake,0,5
1.0,,1.0,,2,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-e30a062943,1,scorable_negotiation-L1-a9097927ce,3,True,turn,3,Blake,0,14
1.0,,1.0,,1,ranked_candidates,,accept,P6,scorable_negotiation-moves_chat-e30a062943,1,scorable_negotiation-L1-a9097927ce,3,True,turn,4,Blake,0,18
1.0,0.0,1.0,,0,ranked_candidates,,propose,,scorable_negotiation-moves_chat-da8580de6a,3,scorable_negotiation-L1-a9097927ce,4,True,turn,1,Devon,1,2
1.0,,1.0,,0,ranked_candidates,,accept,P2,scorable_negotiation-moves_chat-da8580de6a,3,scorable_negotiation-L1-a9097927ce,3,True,turn,2,Devon,1,6
0.0,2.0,1.0,-31.0,,ranked_candidates,,propose,,scorable_negotiation-moves_chat-da8580de6a,3,scorable_negotiation-L1-a9097927ce,3,True,turn,3,Devon,1,10
0.0,,1.0,,,ranked_candidates,,accept,P7,scorable_negotiation-moves_chat-da8580de6a,3,scorable_negotiation-L1-a9097927ce,3,True,turn,4,Devon,1,19
